customer_code;item_code;business;channel;branded_pl;item_group;month;volume;budget_prices
793559;97128;Business B;Retail;Branded;Muffins;2021-04-01;0;0
793559;97501;Business B;Retail;Branded;Muffins;2021-04-01;0;0
793559;97524;Business B;Retail;Branded;Crisps;2021-04-01;0;0
760195;80100;Business A;Retail;Branded;Crackers;2021-04-01;0;0
760195;97100;Business B;Retail;Branded;Muffins;2021-04-01;0;0
760195;97101;Business B;Retail;Branded;Muffins;2021-04-01;0;0
760195;97128;Business B;Retail;Branded;Muffins;2021-04-01;0;0
760195;97153;Business B;Retail;Branded;Muffins;2021-04-01;0;0
760195;97187;Business B;Retail;Branded;Muffins;2021-04-01;0;0
760195;97501;Business B;Retail;Branded;Muffins;2021-04-01;0;0
760195;97506;Business B;Retail;Branded;Muffins;2021-04-01;0;0
760195;97524;Business B;Retail;Branded;Crisps;2021-04-01;0;0
760200;20012;Business A;Retail;Branded;Cookies;2021-04-01;32;658.04544
760200;20042;Business A;Retail;Branded;Crackers;2021-04-01;0;0
760200;66500;Business A;Retail;Branded;Crackers;2021-04-01;0;0
760200;67500;Business A;Retail;Branded;Crackers;2021-04-01;0;0
760200;80100;Business A;Retail;Branded;Crackers;2021-04-01;180;3650.4
760200;80601;Business A;Retail;Branded;Crackers;2021-04-01;0;0
760200;97100;Business B;Retail;Branded;Muffins;2021-04-01;420;7887.2976
760200;97101;Business B;Retail;Branded;Muffins;2021-04-01;210;3889.2
760200;97102;Business B;Retail;Branded;Muffins;2021-04-01;300;5292
760200;97103;Business B;Retail;Branded;Muffins;2021-04-01;0;0
760200;97128;Business B;Retail;Branded;Muffins;2021-04-01;150;2816.892
760200;97153;Business B;Retail;Branded;Muffins;2021-04-01;0;0
760200;97501;Business B;Retail;Branded;Muffins;2021-04-01;0;0
760200;97506;Business B;Retail;Branded;Muffins;2021-04-01;16;1201.87392
760200;97508;Business B;Retail;Branded;Muffins;2021-04-01;0;0
760200;97519;Business B;Retail;Branded;Muffins;2021-04-01;250;4630
760200;97524;Business B;Retail;Branded;Crisps;2021-04-01;340;6296.8
760200;97567;Business B;Retail;Branded;Crisps;2021-04-01;8;148.16
760200;97568;Business B;Retail;Branded;Crisps;2021-04-01;42;777.84
793576;15040;Business A;Food Service;Branded;Crackers;2021-04-01;0;0
793576;97100;Business B;Retail;Branded;Muffins;2021-04-01;0;0
793576;97101;Business B;Retail;Branded;Muffins;2021-04-01;0;0
760393;15040;Business A;Food Service;Branded;Crackers;2021-04-01;0;0
760393;97100;Business B;Retail;Branded;Muffins;2021-04-01;0;0
760393;97101;Business B;Retail;Branded;Muffins;2021-04-01;0;0
760320;20012;Business A;Retail;Branded;Cookies;2021-04-01;0;0
760320;20042;Business A;Retail;Branded;Crackers;2021-04-01;0;0
760320;80100;Business A;Retail;Branded;Crackers;2021-04-01;0;0
760320;97501;Business B;Retail;Branded;Muffins;2021-04-01;0;0
793120;97100;Business B;Retail;Branded;Muffins;2021-04-01;0;0
793120;97101;Business B;Retail;Branded;Muffins;2021-04-01;0;0
793120;97102;Business B;Retail;Branded;Muffins;2021-04-01;0;0
793120;97103;Business B;Retail;Branded;Muffins;2021-04-01;0;0
793120;97128;Business B;Retail;Branded;Muffins;2021-04-01;0;0
793120;97506;Business B;Retail;Branded;Muffins;2021-04-01;0;0
793121;31087;Business A;Retail;Private Label;Crackers;2021-04-01;0;0
793121;97101;Business B;Retail;Branded;Muffins;2021-04-01;0;0
793121;97153;Business B;Retail;Branded;Muffins;2021-04-01;0;0
793121;97567;Business B;Retail;Branded;Crisps;2021-04-01;0;0
793122;31087;Business A;Retail;Private Label;Crackers;2021-04-01;0;0
793122;97100;Business B;Retail;Branded;Muffins;2021-04-01;0;0
793122;97101;Business B;Retail;Branded;Muffins;2021-04-01;0;0
793122;97128;Business B;Retail;Branded;Muffins;2021-04-01;0;0
793122;97153;Business B;Retail;Branded;Muffins;2021-04-01;0;0
793351;62500;Business A;Retail;Private Label;Crackers;2021-04-01;0;0
793392;62500;Business A;Retail;Private Label;Crackers;2021-04-01;1100;10707.84
793580;62500;Business A;Retail;Private Label;Crackers;2021-04-01;1540;14784
793199;66500;Business A;Retail;Branded;Crackers;2021-04-01;0;0
793199;67500;Business A;Retail;Branded;Crackers;2021-04-01;280;4284.3528
793199;80100;Business A;Retail;Branded;Crackers;2021-04-01;560;14144.8944
793237;50040;Business A;Food Service;Branded;Cookies;2021-04-01;0;0
760225;80100;Business A;Retail;Branded;Crackers;2021-04-01;0;0
760225;80600;Business A;Retail;Branded;Crackers;2021-04-01;0;0
792773;15040;Business A;Food Service;Branded;Crackers;2021-04-01;96;1162.28736
792773;50040;Business A;Food Service;Branded;Cookies;2021-04-01;80;730.08
761920;80100;Business A;Retail;Branded;Crackers;2021-04-01;180;3650.4
761920;97100;Business B;Retail;Branded;Muffins;2021-04-01;0;0
761920;97101;Business B;Retail;Branded;Muffins;2021-04-01;0;0
761920;97103;Business B;Retail;Branded;Muffins;2021-04-01;0;0
761920;97128;Business B;Retail;Branded;Muffins;2021-04-01;0;0
761920;97404;Business B;Food Service;Branded;Muffins;2021-04-01;0;0
761920;97405;Business B;Food Service;Branded;Muffins;2021-04-01;0;0
761920;97431;Business B;Food Service;Branded;Muffins;2021-04-01;0;0
761920;97501;Business B;Retail;Branded;Muffins;2021-04-01;0;0
761920;97519;Business B;Retail;Branded;Muffins;2021-04-01;0;0
793229;15040;Business A;Food Service;Branded;Crackers;2021-04-01;50;574.431
793527;50015;Business A;Food Service;Branded;Cookies;2021-04-01;0;0
793543;50015;Business A;Food Service;Branded;Cookies;2021-04-01;0;0
793442;50015;Business A;Food Service;Branded;Cookies;2021-04-01;0;0
760230;80100;Business A;Retail;Branded;Crackers;2021-04-01;0;0
760230;97100;Business B;Retail;Branded;Muffins;2021-04-01;0;0
760230;97101;Business B;Retail;Branded;Muffins;2021-04-01;0;0
760230;97102;Business B;Retail;Branded;Muffins;2021-04-01;0;0
760230;97103;Business B;Retail;Branded;Muffins;2021-04-01;0;0
760230;97128;Business B;Retail;Branded;Muffins;2021-04-01;0;0
760230;97501;Business B;Retail;Branded;Muffins;2021-04-01;0;0
760230;97524;Business B;Retail;Branded;Crisps;2021-04-01;0;0
760230;97551;Business B;Retail;Branded;Crisps;2021-04-01;0;0
792871;67500;Business A;Retail;Branded;Crackers;2021-04-01;0;0
792447;67500;Business A;Retail;Branded;Crackers;2021-04-01;0;0
700087;15040;Business A;Food Service;Branded;Crackers;2021-04-01;336;4714.08
700087;50015;Business A;Food Service;Branded;Cookies;2021-04-01;20;280.878
700087;50040;Business A;Food Service;Branded;Cookies;2021-04-01;120;1662
700118;15040;Business A;Food Service;Branded;Crackers;2021-04-01;1920;22406.4
700118;50015;Business A;Food Service;Branded;Cookies;2021-04-01;120;1195.2
700118;50040;Business A;Food Service;Branded;Cookies;2021-04-01;0;0
700118;60004;Business A;Food Service;Branded;Crackers;2021-04-01;20;297
700118;97404;Business B;Food Service;Branded;Muffins;2021-04-01;72;1376.64
700118;97405;Business B;Food Service;Branded;Muffins;2021-04-01;72;1270.08
700118;97431;Business B;Food Service;Branded;Muffins;2021-04-01;60;1147.2
761783;15040;Business A;Food Service;Branded;Crackers;2021-04-01;0;0
761783;50015;Business A;Food Service;Branded;Cookies;2021-04-01;0;0
792617;15040;Business A;Food Service;Branded;Crackers;2021-04-01;0;0
792617;50020;Business A;Food Service;Private Label;Cookies;2021-04-01;0;0
792617;50040;Business A;Food Service;Branded;Cookies;2021-04-01;0;0
700208;15040;Business A;Food Service;Branded;Crackers;2021-04-01;12;132.99624
700208;50020;Business A;Food Service;Private Label;Cookies;2021-04-01;700;9823.632
700208;50040;Business A;Food Service;Branded;Cookies;2021-04-01;720;5601.6
700207;15040;Business A;Food Service;Branded;Crackers;2021-04-01;36;469.44144
700207;50020;Business A;Food Service;Private Label;Cookies;2021-04-01;910;13970.2836
700207;50040;Business A;Food Service;Branded;Cookies;2021-04-01;640;5459.2
700209;15040;Business A;Food Service;Branded;Crackers;2021-04-01;0;0
700209;50020;Business A;Food Service;Private Label;Cookies;2021-04-01;0;0
700209;50040;Business A;Food Service;Branded;Cookies;2021-04-01;0;0
700210;15040;Business A;Food Service;Branded;Crackers;2021-04-01;0;0
700210;50020;Business A;Food Service;Private Label;Cookies;2021-04-01;0;0
760687;15040;Business A;Food Service;Branded;Crackers;2021-04-01;0;0
760687;50020;Business A;Food Service;Private Label;Cookies;2021-04-01;0;0
760687;50040;Business A;Food Service;Branded;Cookies;2021-04-01;0;0
700206;15040;Business A;Food Service;Branded;Crackers;2021-04-01;48;531.98496
700206;50020;Business A;Food Service;Private Label;Cookies;2021-04-01;700;9823.632
700206;50040;Business A;Food Service;Branded;Cookies;2021-04-01;880;6846.4
700099;15040;Business A;Food Service;Branded;Crackers;2021-04-01;2592;30248.64
700174;10041;Business A;Food Service;Branded;Crackers;2021-04-01;0;0
700174;15040;Business A;Food Service;Branded;Crackers;2021-04-01;360;4201.2
700174;40001;Business A;Food Service;Branded;Cookies;2021-04-01;40;350.8
700174;50010;Business A;Food Service;Branded;Cookies;2021-04-01;18;269.1
792538;10142;Business A;Food Service;Private Label;Crackers;2021-04-01;12660;109002.6
792538;15042;Business A;Food Service;Private Label;Crackers;2021-04-01;10800;96120
792538;80100;Business A;Retail;Branded;Crackers;2021-04-01;0;0
800206;10041;Business A;Food Service;Branded;Crackers;2021-04-01;7;153.37
800206;15040;Business A;Food Service;Branded;Crackers;2021-04-01;2112;24647.04
793528;15040;Business A;Food Service;Branded;Crackers;2021-04-01;8064;85121.48736
793528;50015;Business A;Food Service;Branded;Cookies;2021-04-01;0;0
792731;15040;Business A;Food Service;Branded;Crackers;2021-04-01;192;2316.7872
792731;50015;Business A;Food Service;Branded;Cookies;2021-04-01;880;10859.5344
792730;15040;Business A;Food Service;Branded;Crackers;2021-04-01;0;0
792730;50015;Business A;Food Service;Branded;Cookies;2021-04-01;640;7788.8
793462;15040;Business A;Food Service;Branded;Crackers;2021-04-01;0;0
793462;50015;Business A;Food Service;Branded;Cookies;2021-04-01;0;0
792675;15040;Business A;Food Service;Branded;Crackers;2021-04-01;672;7687.68
792675;50015;Business A;Food Service;Branded;Cookies;2021-04-01;2480;21023.0592
793558;15040;Business A;Food Service;Branded;Crackers;2021-04-01;0;0
793558;50015;Business A;Food Service;Branded;Cookies;2021-04-01;0;0
792929;15040;Business A;Food Service;Branded;Crackers;2021-04-01;768;8885.56032
792929;50015;Business A;Food Service;Branded;Cookies;2021-04-01;2240;25393.8048
700002;15040;Business A;Food Service;Branded;Crackers;2021-04-01;1920;20909.4912
700002;50010;Business A;Food Service;Branded;Cookies;2021-04-01;0;0
700002;60004;Business A;Food Service;Branded;Crackers;2021-04-01;50;629.694
760255;80620;Business A;Retail;Branded;Crackers;2021-04-01;2012.88244766506;33333.3333333333
760255;80621;Business A;Retail;Branded;Crackers;2021-04-01;1341.9216317767;33333.3333333333
760255;80622;Business A;Retail;Branded;Crackers;2021-04-01;3561.25356125356;33333.3333333333
761022;15040;Business A;Food Service;Branded;Crackers;2021-04-01;0;0
761022;80100;Business A;Retail;Branded;Crackers;2021-04-01;720;13491.8784
761022;80600;Business A;Retail;Branded;Crackers;2021-04-01;540;12550.0752
760265;25872;Business A;Retail;Private Label;Crackers;2021-04-01;0;0
793140;30045;Business A;Food Service;Private Label;Crackers;2021-04-01;0;0
793140;50030;Business A;Food Service;Private Label;Cookies;2021-04-01;0;0
793428;30045;Business A;Food Service;Private Label;Crackers;2021-04-01;300;5752.422
793428;50030;Business A;Food Service;Private Label;Cookies;2021-04-01;240;2752.4016
793149;15040;Business A;Food Service;Branded;Crackers;2021-04-01;360;5234.6736
793149;30045;Business A;Food Service;Private Label;Crackers;2021-04-01;900;17850.456
793149;50030;Business A;Food Service;Private Label;Cookies;2021-04-01;240;3156.3792
792833;15040;Business A;Food Service;Branded;Crackers;2021-04-01;240;3208.8
792833;30040;Business A;Food Service;Branded;Crackers;2021-04-01;420;9832.2
792833;30045;Business A;Food Service;Private Label;Crackers;2021-04-01;0;0
792707;15040;Business A;Food Service;Branded;Crackers;2021-04-01;588;6958.02744
792707;30040;Business A;Food Service;Branded;Crackers;2021-04-01;300;6479.46
792707;30045;Business A;Food Service;Private Label;Crackers;2021-04-01;2280;37106.316
792707;50030;Business A;Food Service;Private Label;Cookies;2021-04-01;1760;18381.792
793145;15040;Business A;Food Service;Branded;Crackers;2021-04-01;0;0
793145;30045;Business A;Food Service;Private Label;Crackers;2021-04-01;180;3478.8312
793145;50030;Business A;Food Service;Private Label;Cookies;2021-04-01;80;1089.6
793429;30045;Business A;Food Service;Private Label;Crackers;2021-04-01;120;2686.6944
793429;50030;Business A;Food Service;Private Label;Cookies;2021-04-01;10;148.18596
700165;15040;Business A;Food Service;Branded;Crackers;2021-04-01;576;6816.02688
793217;10041;Business A;Food Service;Branded;Crackers;2021-04-01;0;0
793217;15040;Business A;Food Service;Branded;Crackers;2021-04-01;0;0
793217;30041;Business A;Food Service;Private Label;Crackers;2021-04-01;0;0
793217;60004;Business A;Food Service;Branded;Crackers;2021-04-01;0;0
700106;10041;Business A;Food Service;Branded;Crackers;2021-04-01;440;8508.2712
700106;15040;Business A;Food Service;Branded;Crackers;2021-04-01;6048;68379.2928
700106;30041;Business A;Food Service;Private Label;Crackers;2021-04-01;500;10413.78
700106;60004;Business A;Food Service;Branded;Crackers;2021-04-01;90;1210.1076
700106;75000;Business A;Food Service;Branded;Crackers;2021-04-01;0;0
700092;15040;Business A;Food Service;Branded;Crackers;2021-04-01;1536;19531.10016
700075;10041;Business A;Food Service;Branded;Crackers;2021-04-01;120;2320.4376
700075;15040;Business A;Food Service;Branded;Crackers;2021-04-01;1440;17040.0672
700007;15040;Business A;Food Service;Branded;Crackers;2021-04-01;2400;28400.112
700119;15040;Business A;Food Service;Branded;Crackers;2021-04-01;1440;17040.0672
700164;15040;Business A;Food Service;Branded;Crackers;2021-04-01;0;0
793376;60246;Business A;Retail;Private Label;Crackers;2021-04-01;1920;35980.8
793456;67500;Business A;Retail;Branded;Crackers;2021-04-01;220;2950.2
792556;15040;Business A;Food Service;Branded;Crackers;2021-04-01;0;0
700069;15040;Business A;Food Service;Branded;Crackers;2021-04-01;0;0
700394;10041;Business A;Food Service;Branded;Crackers;2021-04-01;40;751.1712
700394;15040;Business A;Food Service;Branded;Crackers;2021-04-01;96;1102.90752
793548;97102;Business B;Retail;Branded;Muffins;2021-04-01;0;0
793492;10041;Business A;Food Service;Branded;Crackers;2021-04-01;0;0
700153;15040;Business A;Food Service;Branded;Crackers;2021-04-01;0;0
800035;15040;Business A;Food Service;Branded;Crackers;2021-04-01;0;0
793319;10141;Business A;Food Service;Branded;Crackers;2021-04-01;120;3178.2816
793218;10141;Business A;Food Service;Branded;Crackers;2021-04-01;0;0
793282;10141;Business A;Food Service;Branded;Crackers;2021-04-01;160;3830.4
793532;10141;Business A;Food Service;Branded;Crackers;2021-04-01;0;0
793416;10141;Business A;Food Service;Branded;Crackers;2021-04-01;0;0
793208;10141;Business A;Food Service;Branded;Crackers;2021-04-01;0;0
793421;97100;Business B;Retail;Branded;Muffins;2021-04-01;30;607.1832
793421;97103;Business B;Retail;Branded;Muffins;2021-04-01;30;607.1832
793421;97128;Business B;Retail;Branded;Muffins;2021-04-01;30;607.1832
793421;97524;Business B;Retail;Branded;Crisps;2021-04-01;0;0
760261;97100;Business B;Retail;Branded;Muffins;2021-04-01;22.25;58.3128
760261;97101;Business B;Retail;Branded;Muffins;2021-04-01;5.5;51.975
760261;97102;Business B;Retail;Branded;Muffins;2021-04-01;16;272.5632
760261;97103;Business B;Retail;Branded;Muffins;2021-04-01;4;17.0352
760261;97128;Business B;Retail;Branded;Muffins;2021-04-01;3.25;18.4548
760261;97162;Business B;Food Service;Branded;Muffins;2021-04-01;34;0.501104651162791
760261;97501;Business B;Retail;Branded;Muffins;2021-04-01;4.875;5.9319
760261;97524;Business B;Retail;Branded;Crisps;2021-04-01;15.125;169.807211538462
760261;97567;Business B;Retail;Branded;Crisps;2021-04-01;14.375;28.8095294117647
760261;97568;Business B;Retail;Branded;Crisps;2021-04-01;4.375;8.76811764705882
760120;80100;Business A;Retail;Branded;Crackers;2021-04-01;0;0
760120;80600;Business A;Retail;Branded;Crackers;2021-04-01;0;0
793136;10041;Business A;Food Service;Branded;Crackers;2021-04-01;160;3051.2
792693;15050;Business A;Food Service;Branded;Crackers;2021-04-01;384;5073.56928
791865;15040;Business A;Food Service;Branded;Crackers;2021-04-01;384;4838.4
791865;50040;Business A;Food Service;Branded;Cookies;2021-04-01;160;1504
791865;97404;Business B;Food Service;Branded;Muffins;2021-04-01;0;0
792863;15040;Business A;Food Service;Branded;Crackers;2021-04-01;60;783
792863;50040;Business A;Food Service;Branded;Cookies;2021-04-01;320;3319.4304
793244;10041;Business A;Food Service;Branded;Crackers;2021-04-01;0;0
793460;10141;Business A;Food Service;Branded;Crackers;2021-04-01;120;3120
760792;40001;Business A;Food Service;Branded;Cookies;2021-04-01;70;726.1254
792989;10041;Business A;Food Service;Branded;Crackers;2021-04-01;160;1977.6
792989;50040;Business A;Food Service;Branded;Cookies;2021-04-01;320;3014.4
792648;10041;Business A;Food Service;Branded;Crackers;2021-04-01;0;0
792648;15040;Business A;Food Service;Branded;Crackers;2021-04-01;1440;16171.2
792648;50015;Business A;Food Service;Branded;Cookies;2021-04-01;0;0
792648;50040;Business A;Food Service;Branded;Cookies;2021-04-01;80;769.6
700155;15040;Business A;Food Service;Branded;Crackers;2021-04-01;0;0
700309;15040;Business A;Food Service;Branded;Crackers;2021-04-01;0;0
800248;15040;Business A;Food Service;Branded;Crackers;2021-04-01;0;0
700177;10041;Business A;Food Service;Branded;Crackers;2021-04-01;0;0
700177;15040;Business A;Food Service;Branded;Crackers;2021-04-01;288;3360.96
700177;20012;Business A;Retail;Branded;Cookies;2021-04-01;0;0
700177;20042;Business A;Retail;Branded;Crackers;2021-04-01;0;0
700177;50015;Business A;Food Service;Branded;Cookies;2021-04-01;0;0
700177;60004;Business A;Food Service;Branded;Crackers;2021-04-01;0;0
700177;80100;Business A;Retail;Branded;Crackers;2021-04-01;0;0
700177;97100;Business B;Retail;Branded;Muffins;2021-04-01;0;0
700177;97101;Business B;Retail;Branded;Muffins;2021-04-01;0;0
700177;97128;Business B;Retail;Branded;Muffins;2021-04-01;0;0
700177;97501;Business B;Retail;Branded;Muffins;2021-04-01;0;0
700177;97567;Business B;Retail;Branded;Crisps;2021-04-01;0;0
800021;15040;Business A;Food Service;Branded;Crackers;2021-04-01;288;3360.96
800021;30040;Business A;Food Service;Branded;Crackers;2021-04-01;360;8157.6
700123;97404;Business B;Food Service;Branded;Muffins;2021-04-01;0;0
700123;97431;Business B;Food Service;Branded;Muffins;2021-04-01;0;0
700123;97526;Business B;Retail;Branded;Crisps;2021-04-01;0;0
793268;50040;Business A;Food Service;Branded;Cookies;2021-04-01;0;0
700130;15040;Business A;Food Service;Branded;Crackers;2021-04-01;0;0
700130;80100;Business A;Retail;Branded;Crackers;2021-04-01;0;0
700130;80500;Business A;Retail;Branded;Cookies;2021-04-01;0;0
792378;15040;Business A;Food Service;Branded;Crackers;2021-04-01;384;4638.72
793510;66500;Business A;Retail;Branded;Crackers;2021-04-01;0;0
793198;67500;Business A;Retail;Branded;Crackers;2021-04-01;0;0
700178;15040;Business A;Food Service;Branded;Crackers;2021-04-01;0;0
793067;97100;Business B;Retail;Branded;Muffins;2021-04-01;0;0
793067;97101;Business B;Retail;Branded;Muffins;2021-04-01;20;399.2
793067;97102;Business B;Retail;Branded;Muffins;2021-04-01;0;0
793067;97103;Business B;Retail;Branded;Muffins;2021-04-01;20;399.2
793067;97128;Business B;Retail;Branded;Muffins;2021-04-01;0;0
793067;97162;Business B;Food Service;Branded;Muffins;2021-04-01;50;2550
793067;97404;Business B;Food Service;Branded;Muffins;2021-04-01;25;478
793067;97405;Business B;Food Service;Branded;Muffins;2021-04-01;30;573.6
793067;97431;Business B;Food Service;Branded;Muffins;2021-04-01;25;478
793067;97501;Business B;Retail;Branded;Muffins;2021-04-01;0;0
793067;97519;Business B;Retail;Branded;Muffins;2021-04-01;5;99.8
793067;97524;Business B;Retail;Branded;Crisps;2021-04-01;10;199.6
793067;97526;Business B;Retail;Branded;Crisps;2021-04-01;0;0
700217;15040;Business A;Food Service;Branded;Crackers;2021-04-01;0;0
700217;15080;Business A;Food Service;Private Label;Crackers;2021-04-01;0;0
793539;97100;Business B;Retail;Branded;Muffins;2021-04-01;0;0
793539;97101;Business B;Retail;Branded;Muffins;2021-04-01;0;0
792874;97362;Business B;Food Service;Branded;Muffins;2021-04-01;216;16588.8
700240;15040;Business A;Food Service;Branded;Crackers;2021-04-01;0;0
792452;15040;Business A;Food Service;Branded;Crackers;2021-04-01;96;1233.6
793572;15040;Business A;Food Service;Branded;Crackers;2021-04-01;0;0
793572;66500;Business A;Retail;Branded;Crackers;2021-04-01;0;0
793572;75000;Business A;Food Service;Branded;Crackers;2021-04-01;0;0
700142;15040;Business A;Food Service;Branded;Crackers;2021-04-01;0;0
700142;50010;Business A;Food Service;Branded;Cookies;2021-04-01;0;0
700203;20012;Business A;Retail;Branded;Cookies;2021-04-01;25;408
700203;20042;Business A;Retail;Branded;Crackers;2021-04-01;10;163.2
700203;40001;Business A;Food Service;Branded;Cookies;2021-04-01;20;179.478
700203;60004;Business A;Food Service;Branded;Crackers;2021-04-01;15;193.2
792713;15040;Business A;Food Service;Branded;Crackers;2021-04-01;0;0
700111;15040;Business A;Food Service;Branded;Crackers;2021-04-01;504;5881.68
792545;10070;Business A;Food Service;Branded;Stuffing;2021-04-01;0;0
793567;15040;Business A;Food Service;Branded;Crackers;2021-04-01;0;0
792761;15040;Business A;Food Service;Branded;Crackers;2021-04-01;0;0
793239;40001;Business A;Food Service;Branded;Cookies;2021-04-01;0;0
700115;15040;Business A;Food Service;Branded;Crackers;2021-04-01;0;0
700115;20012;Business A;Retail;Branded;Cookies;2021-04-01;0;0
700115;20042;Business A;Retail;Branded;Crackers;2021-04-01;0;0
700115;20052;Business A;Retail;Branded;Plain Bread;2021-04-01;0;0
700122;15040;Business A;Food Service;Branded;Crackers;2021-04-01;0;0
700116;15040;Business A;Food Service;Branded;Crackers;2021-04-01;1248;14564.16
700116;80100;Business A;Retail;Branded;Crackers;2021-04-01;15;304.2
793583;42020;Business A;Food Service;Private Label;Crackers;2021-04-01;0;0
760777;15040;Business A;Food Service;Branded;Crackers;2021-04-01;0;0
793511;38001;Business A;Food Service;Private Label;Crackers;2021-04-01;360;4035.6
700120;15040;Business A;Food Service;Branded;Crackers;2021-04-01;96;1233.6
793550;10041;Business A;Food Service;Branded;Crackers;2021-04-01;0;0
793550;20042;Business A;Retail;Branded;Crackers;2021-04-01;0;0
793531;10041;Business A;Food Service;Branded;Crackers;2021-04-01;0;0
793531;60004;Business A;Food Service;Branded;Crackers;2021-04-01;0;0
793530;10041;Business A;Food Service;Branded;Crackers;2021-04-01;0;0
793530;60004;Business A;Food Service;Branded;Crackers;2021-04-01;0;0
793391;97100;Business B;Retail;Branded;Muffins;2021-04-01;210;4191.6
793391;97102;Business B;Retail;Branded;Muffins;2021-04-01;0;0
793391;97103;Business B;Retail;Branded;Muffins;2021-04-01;210;2906.4
793391;97128;Business B;Retail;Branded;Muffins;2021-04-01;0;0
793391;97524;Business B;Retail;Branded;Crisps;2021-04-01;210;4250.2824
793391;97567;Business B;Retail;Branded;Crisps;2021-04-01;0;0
700179;15040;Business A;Food Service;Branded;Crackers;2021-04-01;0;0
700076;15040;Business A;Food Service;Branded;Crackers;2021-04-01;0;0
700520;15040;Business A;Food Service;Branded;Crackers;2021-04-01;192;2501.7408
792772;15040;Business A;Food Service;Branded;Crackers;2021-04-01;0;0
793518;15040;Business A;Food Service;Branded;Crackers;2021-04-01;288;3656.24064
700495;15040;Business A;Food Service;Branded;Crackers;2021-04-01;96;1283.52
793106;97100;Business B;Retail;Branded;Muffins;2021-04-01;0;0
793106;97101;Business B;Retail;Branded;Muffins;2021-04-01;0;0
793106;97153;Business B;Retail;Branded;Muffins;2021-04-01;0;0
793106;97254;Business B;Retail;Branded;Muffins;2021-04-01;0;0
793106;97501;Business B;Retail;Branded;Muffins;2021-04-01;0;0
793106;97519;Business B;Retail;Branded;Muffins;2021-04-01;0;0
793106;97524;Business B;Retail;Branded;Crisps;2021-04-01;0;0
793107;97100;Business B;Retail;Branded;Muffins;2021-04-01;0;0
793107;97101;Business B;Retail;Branded;Muffins;2021-04-01;0;0
793107;97153;Business B;Retail;Branded;Muffins;2021-04-01;0;0
793107;97254;Business B;Retail;Branded;Muffins;2021-04-01;0;0
793107;97501;Business B;Retail;Branded;Muffins;2021-04-01;0;0
793107;97519;Business B;Retail;Branded;Muffins;2021-04-01;0;0
793107;97524;Business B;Retail;Branded;Crisps;2021-04-01;0;0
793109;97100;Business B;Retail;Branded;Muffins;2021-04-01;0;0
793109;97101;Business B;Retail;Branded;Muffins;2021-04-01;0;0
793109;97153;Business B;Retail;Branded;Muffins;2021-04-01;0;0
793109;97254;Business B;Retail;Branded;Muffins;2021-04-01;0;0
793109;97501;Business B;Retail;Branded;Muffins;2021-04-01;0;0
793109;97519;Business B;Retail;Branded;Muffins;2021-04-01;0;0
793109;97524;Business B;Retail;Branded;Crisps;2021-04-01;0;0
793110;97100;Business B;Retail;Branded;Muffins;2021-04-01;0;0
793110;97101;Business B;Retail;Branded;Muffins;2021-04-01;0;0
793110;97153;Business B;Retail;Branded;Muffins;2021-04-01;0;0
793110;97254;Business B;Retail;Branded;Muffins;2021-04-01;0;0
793110;97501;Business B;Retail;Branded;Muffins;2021-04-01;0;0
793110;97519;Business B;Retail;Branded;Muffins;2021-04-01;0;0
793110;97524;Business B;Retail;Branded;Crisps;2021-04-01;0;0
792640;39059;Business A;Food Service;Private Label;Crackers;2021-04-01;540;9363.276
792714;39059;Business A;Food Service;Private Label;Crackers;2021-04-01;0;0
793115;97550;Business B;Retail;Private Label;Crisps;2021-04-01;640;40981.824
760270;80020;Business A;Retail;Private Label;Crackers;2021-04-01;792;44796.24864
760270;97550;Business B;Retail;Private Label;Crisps;2021-04-01;576;35326.08
792729;80020;Business A;Retail;Private Label;Crackers;2021-04-01;0;0
792729;97550;Business B;Retail;Private Label;Crisps;2021-04-01;0;0
760837;80020;Business A;Retail;Private Label;Crackers;2021-04-01;0;0
760837;97550;Business B;Retail;Private Label;Crisps;2021-04-01;0;0
760280;80020;Business A;Retail;Private Label;Crackers;2021-04-01;720;45549.6912
760355;15040;Business A;Food Service;Branded;Crackers;2021-04-01;372;3984.12
760355;43849;Business A;Retail;Private Label;Crackers;2021-04-01;0;0
760355;80100;Business A;Retail;Branded;Crackers;2021-04-01;0;0
760355;97100;Business B;Retail;Branded;Muffins;2021-04-01;0;0
760355;97128;Business B;Retail;Branded;Muffins;2021-04-01;0;0
760355;97153;Business B;Retail;Branded;Muffins;2021-04-01;0;0
760355;97404;Business B;Food Service;Branded;Muffins;2021-04-01;0;0
760355;97501;Business B;Retail;Branded;Muffins;2021-04-01;0;0
791826;15040;Business A;Food Service;Branded;Crackers;2021-04-01;0;0
792508;15040;Business A;Food Service;Branded;Crackers;2021-04-01;0;0
792508;43849;Business A;Retail;Private Label;Crackers;2021-04-01;0;0
792508;80100;Business A;Retail;Branded;Crackers;2021-04-01;0;0
792508;97100;Business B;Retail;Branded;Muffins;2021-04-01;48;800.16
792508;97153;Business B;Retail;Branded;Muffins;2021-04-01;0;0
792508;97501;Business B;Retail;Branded;Muffins;2021-04-01;0;0
792525;15040;Business A;Food Service;Branded;Crackers;2021-04-01;192;2284.8
792525;43849;Business A;Retail;Private Label;Crackers;2021-04-01;0;0
